keyword,timestamp,file,line,column,arquivo_origem,repositorio,timestamp_dt,data,hora
return,2026-03-25 21:42:26,calculadora.js,14,5,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:26,2026-03-25,21
var,2026-03-25 21:42:27,calculadora.js,16,1,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:27,2026-03-25,21
parseInt,2026-03-25 21:42:27,calculadora.js,16,9,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:27,2026-03-25,21
prompt,2026-03-25 21:42:27,calculadora.js,16,18,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:27,2026-03-25,21
var,2026-03-25 21:42:27,calculadora.js,17,1,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:27,2026-03-25,21
parseInt,2026-03-25 21:42:27,calculadora.js,17,9,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:27,2026-03-25,21
prompt,2026-03-25 21:42:27,calculadora.js,17,18,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:27,2026-03-25,21
alert,2026-03-25 21:42:27,calculadora.js,18,1,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:27,2026-03-25,21
function,2026-03-25 21:42:27,calculadora.js,19,1,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:27,2026-03-25,21
return,2026-03-25 21:42:28,calculadora.js,20,5,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:28,2026-03-25,21
var,2026-03-25 21:42:28,calculadora.js,22,1,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:28,2026-03-25,21
parseInt,2026-03-25 21:42:28,calculadora.js,22,9,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:28,2026-03-25,21
prompt,2026-03-25 21:42:28,calculadora.js,22,18,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:28,2026-03-25,21
var,2026-03-25 21:42:28,calculadora.js,23,1,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:28,2026-03-25,21
parseInt,2026-03-25 21:42:28,calculadora.js,23,9,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:28,2026-03-25,21
prompt,2026-03-25 21:42:28,calculadora.js,23,18,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:28,2026-03-25,21
alert,2026-03-25 21:42:28,calculadora.js,24,1,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:28,2026-03-25,21
switch,2026-03-25 21:42:42,calculadora.js,26,1,calculadora.json,barbosalevir3-rgb,2026-03-25 21:42:42,2026-03-25,21
alert,2026-03-25 21:49:10,calculadora.js,16,9,calculadora.json,barbosalevir3-rgb,2026-03-25 21:49:10,2026-03-25,21
break,2026-03-25 21:49:39,calculadora.js,16,28,calculadora.json,barbosalevir3-rgb,2026-03-25 21:49:39,2026-03-25,21
alert,2026-03-25 21:50:34,calculadora.js,18,9,calculadora.json,barbosalevir3-rgb,2026-03-25 21:50:34,2026-03-25,21
break,2026-03-25 21:51:24,calculadora.js,18,32,calculadora.json,barbosalevir3-rgb,2026-03-25 21:51:24,2026-03-25,21
alert,2026-03-25 21:51:29,calculadora.js,19,9,calculadora.json,barbosalevir3-rgb,2026-03-25 21:51:29,2026-03-25,21
alert,2026-03-25 21:51:54,calculadora.js,20,9,calculadora.json,barbosalevir3-rgb,2026-03-25 21:51:54,2026-03-25,21
break,2026-03-25 21:52:09,calculadora.js,20,36,calculadora.json,barbosalevir3-rgb,2026-03-25 21:52:09,2026-03-25,21
alert,2026-03-25 21:52:26,calculadora.js,22,9,calculadora.json,barbosalevir3-rgb,2026-03-25 21:52:26,2026-03-25,21
break,2026-03-25 21:53:07,calculadora.js,22,41,calculadora.json,barbosalevir3-rgb,2026-03-25 21:53:07,2026-03-25,21
alert,2026-03-25 21:53:19,calculadora.js,24,9,calculadora.json,barbosalevir3-rgb,2026-03-25 21:53:19,2026-03-25,21
while,2026-03-25 22:05:20,calculadora.js,28,1,calculadora.json,barbosalevir3-rgb,2026-03-25 22:05:20,2026-03-25,22
alert,2026-03-25 22:05:48,calculadora.js,29,5,calculadora.json,barbosalevir3-rgb,2026-03-25 22:05:48,2026-03-25,22
E,2026-03-25 22:05:51,calculadora.js,29,13,calculadora.json,barbosalevir3-rgb,2026-03-25 22:05:51,2026-03-25,22
alert,2026-03-25 22:06:20,calculadora.js,30,2,calculadora.json,barbosalevir3-rgb,2026-03-25 22:06:20,2026-03-25,22
alert,2026-03-25 22:06:21,calculadora.js,28,9,calculadora.json,barbosalevir3-rgb,2026-03-25 22:06:21,2026-03-25,22
toFixed,2026-03-25 22:06:21,calculadora.js,29,15,calculadora.json,barbosalevir3-rgb,2026-03-25 22:06:21,2026-03-25,22
break,2026-03-25 22:06:21,calculadora.js,29,27,calculadora.json,barbosalevir3-rgb,2026-03-25 22:06:21,2026-03-25,22
case,2026-03-25 22:06:21,calculadora.js,27,5,calculadora.json,barbosalevir3-rgb,2026-03-25 22:06:21,2026-03-25,22
alert,2026-03-25 22:06:21,calculadora.js,26,9,calculadora.json,barbosalevir3-rgb,2026-03-25 22:06:21,2026-03-25,22
break,2026-03-25 22:06:21,calculadora.js,27,21,calculadora.json,barbosalevir3-rgb,2026-03-25 22:06:21,2026-03-25,22
case,2026-03-25 22:06:21,calculadora.js,25,5,calculadora.json,barbosalevir3-rgb,2026-03-25 22:06:21,2026-03-25,22
alert,2026-03-25 22:06:21,calculadora.js,24,9,calculadora.json,barbosalevir3-rgb,2026-03-25 22:06:21,2026-03-25,22
break,2026-03-25 22:06:21,calculadora.js,25,17,calculadora.json,barbosalevir3-rgb,2026-03-25 22:06:21,2026-03-25,22
case,2026-03-25 22:06:22,calculadora.js,23,5,calculadora.json,barbosalevir3-rgb,2026-03-25 22:06:22,2026-03-25,22
alert,2026-03-25 22:06:22,calculadora.js,22,9,calculadora.json,barbosalevir3-rgb,2026-03-25 22:06:22,2026-03-25,22
break,2026-03-25 22:06:22,calculadora.js,23,14,calculadora.json,barbosalevir3-rgb,2026-03-25 22:06:22,2026-03-25,22
case,2026-03-25 22:06:22,calculadora.js,21,17,calculadora.json,barbosalevir3-rgb,2026-03-25 22:06:22,2026-03-25,22
switch,2026-03-25 22:06:22,calculadora.js,20,13,calculadora.json,barbosalevir3-rgb,2026-03-25 22:06:22,2026-03-25,22
var,2026-03-25 22:08:11,calculadora.js,13,1,calculadora.json,barbosalevir3-rgb,2026-03-25 22:08:11,2026-03-25,22
parseInt,2026-03-25 22:08:11,calculadora.js,13,9,calculadora.json,barbosalevir3-rgb,2026-03-25 22:08:11,2026-03-25,22
prompt,2026-03-25 22:08:11,calculadora.js,13,18,calculadora.json,barbosalevir3-rgb,2026-03-25 22:08:11,2026-03-25,22
var,2026-03-25 22:08:11,calculadora.js,13,1,calculadora.json,barbosalevir3-rgb,2026-03-25 22:08:11,2026-03-25,22
parseInt,2026-03-25 22:08:11,calculadora.js,13,9,calculadora.json,barbosalevir3-rgb,2026-03-25 22:08:11,2026-03-25,22
prompt,2026-03-25 22:08:11,calculadora.js,13,18,calculadora.json,barbosalevir3-rgb,2026-03-25 22:08:11,2026-03-25,22
alert,2026-03-25 22:08:11,calculadora.js,15,1,calculadora.json,barbosalevir3-rgb,2026-03-25 22:08:11,2026-03-25,22
while,2026-03-25 22:09:29,calculadora.js,29,2,calculadora.json,barbosalevir3-rgb,2026-03-25 22:09:29,2026-03-25,22
var,2026-03-25 22:11:24,calculadora.js,15,5,calculadora.json,barbosalevir3-rgb,2026-03-25 22:11:24,2026-03-25,22
parseInt,2026-03-25 22:11:24,calculadora.js,15,13,calculadora.json,barbosalevir3-rgb,2026-03-25 22:11:24,2026-03-25,22
prompt,2026-03-25 22:11:24,calculadora.js,15,22,calculadora.json,barbosalevir3-rgb,2026-03-25 22:11:24,2026-03-25,22
if,2026-03-03 19:39:09,algoritmo3.js,4,1,algoritmo3.json,barbosalevir3-rgb,2026-03-03 19:39:09,2026-03-03,19
alert,2026-03-03 19:39:43,algoritmo3.js,5,5,algoritmo3.json,barbosalevir3-rgb,2026-03-03 19:39:43,2026-03-03,19
alert,2026-03-03 19:40:03,algoritmo3.js,7,5,algoritmo3.json,barbosalevir3-rgb,2026-03-03 19:40:03,2026-03-03,19
if,2026-03-03 19:40:50,algoritmo3.js,10,1,algoritmo3.json,barbosalevir3-rgb,2026-03-03 19:40:50,2026-03-03,19
alert,2026-03-03 19:41:03,algoritmo3.js,11,5,algoritmo3.json,barbosalevir3-rgb,2026-03-03 19:41:03,2026-03-03,19
E,2026-03-03 19:41:35,algoritmo3.js,13,6,algoritmo3.json,barbosalevir3-rgb,2026-03-03 19:41:35,2026-03-03,19
alert,2026-03-03 19:41:40,algoritmo3.js,13,5,algoritmo3.json,barbosalevir3-rgb,2026-03-03 19:41:40,2026-03-03,19
if,2026-03-03 20:25:59,algoritmo06.js,3,1,algoritmo06.json,barbosalevir3-rgb,2026-03-03 20:25:59,2026-03-03,20
alert,2026-03-03 20:26:33,algoritmo06.js,4,5,algoritmo06.json,barbosalevir3-rgb,2026-03-03 20:26:33,2026-03-03,20
alert,2026-03-03 20:27:17,algoritmo06.js,6,5,algoritmo06.json,barbosalevir3-rgb,2026-03-03 20:27:17,2026-03-03,20
if,2026-03-03 20:37:42,algoritmo06.js,5,1,algoritmo06.json,barbosalevir3-rgb,2026-03-03 20:37:42,2026-03-03,20
alert,2026-03-03 20:38:34,algoritmo06.js,6,4,algoritmo06.json,barbosalevir3-rgb,2026-03-03 20:38:34,2026-03-03,20
alert,2026-03-03 20:39:09,algoritmo06.js,8,5,algoritmo06.json,barbosalevir3-rgb,2026-03-03 20:39:09,2026-03-03,20
if,2026-03-03 20:41:58,algoritmo06.js,7,7,algoritmo06.json,barbosalevir3-rgb,2026-03-03 20:41:58,2026-03-03,20
alert,2026-03-03 20:42:19,algoritmo06.js,10,5,algoritmo06.json,barbosalevir3-rgb,2026-03-03 20:42:19,2026-03-03,20
if,2026-03-03 20:45:51,algoritmo06.js,4,1,algoritmo06.json,barbosalevir3-rgb,2026-03-03 20:45:51,2026-03-03,20
alert,2026-03-03 20:46:08,algoritmo06.js,5,5,algoritmo06.json,barbosalevir3-rgb,2026-03-03 20:46:08,2026-03-03,20
if,2026-03-03 20:46:25,algoritmo06.js,6,7,algoritmo06.json,barbosalevir3-rgb,2026-03-03 20:46:25,2026-03-03,20
alert,2026-03-03 20:46:38,algoritmo06.js,7,5,algoritmo06.json,barbosalevir3-rgb,2026-03-03 20:46:38,2026-03-03,20
alert,2026-03-03 20:47:00,algoritmo06.js,9,5,algoritmo06.json,barbosalevir3-rgb,2026-03-03 20:47:00,2026-03-03,20
if,2026-03-03 21:34:50,algoritmo06.js,5,1,algoritmo06.json,barbosalevir3-rgb,2026-03-03 21:34:50,2026-03-03,21
alert,2026-03-03 21:35:01,algoritmo06.js,6,5,algoritmo06.json,barbosalevir3-rgb,2026-03-03 21:35:01,2026-03-03,21
if,2026-03-03 21:35:26,algoritmo06.js,7,7,algoritmo06.json,barbosalevir3-rgb,2026-03-03 21:35:26,2026-03-03,21
alert,2026-03-03 21:35:38,algoritmo06.js,8,5,algoritmo06.json,barbosalevir3-rgb,2026-03-03 21:35:38,2026-03-03,21
alert,2026-03-03 21:36:21,algoritmo06.js,10,5,algoritmo06.json,barbosalevir3-rgb,2026-03-03 21:36:21,2026-03-03,21
alert,2026-03-26 19:40:13,revisaovetor.js,7,1,revisaovetor.json,barbosalevir3-rgb,2026-03-26 19:40:13,2026-03-26,19
alert,2026-03-26 19:42:15,revisaovetor.js,7,1,revisaovetor.json,barbosalevir3-rgb,2026-03-26 19:42:15,2026-03-26,19
let,2026-03-26 19:45:11,revisaovetor.js,3,1,revisaovetor.json,barbosalevir3-rgb,2026-03-26 19:45:11,2026-03-26,19
parseInt,2026-03-26 19:45:11,revisaovetor.js,3,15,revisaovetor.json,barbosalevir3-rgb,2026-03-26 19:45:11,2026-03-26,19
prompt,2026-03-26 19:45:11,revisaovetor.js,3,24,revisaovetor.json,barbosalevir3-rgb,2026-03-26 19:45:11,2026-03-26,19
alert,2026-03-26 19:45:32,revisaovetor.js,7,1,revisaovetor.json,barbosalevir3-rgb,2026-03-26 19:45:32,2026-03-26,19
alert,2026-03-26 19:51:18,revisaovetor.js,7,5,revisaovetor.json,barbosalevir3-rgb,2026-03-26 19:51:18,2026-03-26,19
for,2026-03-26 19:54:14,revisaovetor.js,6,1,revisaovetor.json,barbosalevir3-rgb,2026-03-26 19:54:14,2026-03-26,19
for,2026-03-25 19:39:30,insertion.js,2,1,insertion.json,barbosalevir3-rgb,2026-03-25 19:39:30,2026-03-25,19
length,2026-03-25 19:39:46,insertion.js,2,26,insertion.json,barbosalevir3-rgb,2026-03-25 19:39:46,2026-03-25,19
let,2026-03-25 20:27:16,insertion.js,1,1,insertion.json,barbosalevir3-rgb,2026-03-25 20:27:16,2026-03-25,20
do,2026-03-25 20:27:16,insertion.js,3,14,insertion.json,barbosalevir3-rgb,2026-03-25 20:27:16,2026-03-25,20
for,2026-03-25 20:27:16,insertion.js,4,1,insertion.json,barbosalevir3-rgb,2026-03-25 20:27:16,2026-03-25,20
let,2026-03-25 20:27:16,insertion.js,1,1,insertion.json,barbosalevir3-rgb,2026-03-25 20:27:16,2026-03-25,20
length,2026-03-25 20:27:16,insertion.js,4,27,insertion.json,barbosalevir3-rgb,2026-03-25 20:27:16,2026-03-25,20
let,2026-03-25 20:27:16,insertion.js,1,1,insertion.json,barbosalevir3-rgb,2026-03-25 20:27:16,2026-03-25,20
let,2026-03-25 20:27:16,insertion.js,1,1,insertion.json,barbosalevir3-rgb,2026-03-25 20:27:16,2026-03-25,20
for,2026-03-25 20:27:16,insertion.js,4,1,insertion.json,barbosalevir3-rgb,2026-03-25 20:27:16,2026-03-25,20
E,2026-03-25 20:27:16,insertion.js,8,8,insertion.json,barbosalevir3-rgb,2026-03-25 20:27:16,2026-03-25,20
for,2026-03-25 20:27:16,insertion.js,4,1,insertion.json,barbosalevir3-rgb,2026-03-25 20:27:16,2026-03-25,20
while,2026-03-25 20:27:16,insertion.js,11,5,insertion.json,barbosalevir3-rgb,2026-03-25 20:27:16,2026-03-25,20
alert,2026-03-25 20:46:38,insertion.js,19,1,insertion.json,barbosalevir3-rgb,2026-03-25 20:46:38,2026-03-25,20
alert,2026-03-25 20:46:51,insertion.js,18,5,insertion.json,barbosalevir3-rgb,2026-03-25 20:46:51,2026-03-25,20
let,2026-03-25 20:50:45,insertion.js,2,1,insertion.json,barbosalevir3-rgb,2026-03-25 20:50:45,2026-03-25,20
alert,2026-03-25 20:50:53,insertion.js,18,5,insertion.json,barbosalevir3-rgb,2026-03-25 20:50:53,2026-03-25,20
alert,2026-03-25 20:50:54,insertion.js,19,1,insertion.json,barbosalevir3-rgb,2026-03-25 20:50:54,2026-03-25,20
alert,2026-03-25 20:50:54,insertion.js,19,1,insertion.json,barbosalevir3-rgb,2026-03-25 20:50:54,2026-03-25,20
if,2026-03-24 20:05:34,exercicio02.js,2,1,exercicio02.json,barbosalevir3-rgb,2026-03-24 20:05:34,2026-03-24,20
alert,2026-03-24 20:06:00,exercicio02.js,3,5,exercicio02.json,barbosalevir3-rgb,2026-03-24 20:06:00,2026-03-24,20
if,2026-03-24 20:06:20,exercicio02.js,4,7,exercicio02.json,barbosalevir3-rgb,2026-03-24 20:06:20,2026-03-24,20
alert,2026-03-24 20:07:08,exercicio02.js,5,5,exercicio02.json,barbosalevir3-rgb,2026-03-24 20:07:08,2026-03-24,20
alert,2026-03-24 20:07:25,exercicio02.js,7,5,exercicio02.json,barbosalevir3-rgb,2026-03-24 20:07:25,2026-03-24,20
if,2026-03-24 20:39:56,exercicio02.js,3,1,exercicio02.json,barbosalevir3-rgb,2026-03-24 20:39:56,2026-03-24,20
alert,2026-03-24 20:40:13,exercicio02.js,4,5,exercicio02.json,barbosalevir3-rgb,2026-03-24 20:40:13,2026-03-24,20
alert,2026-03-24 20:40:27,exercicio02.js,6,5,exercicio02.json,barbosalevir3-rgb,2026-03-24 20:40:27,2026-03-24,20
while,2026-03-06 21:27:46,aprovacao_01.js,30,35,aprovacao_01.json,barbosalevir3-rgb,2026-03-06 21:27:46,2026-03-06,21
let,2026-03-06 21:29:44,aprovacao_01.js,4,5,aprovacao_01.json,barbosalevir3-rgb,2026-03-06 21:29:44,2026-03-06,21
var,2026-03-06 21:29:44,aprovacao_01.js,4,5,aprovacao_01.json,barbosalevir3-rgb,2026-03-06 21:29:44,2026-03-06,21
var,2026-03-06 21:29:45,aprovacao_01.js,3,5,aprovacao_01.json,barbosalevir3-rgb,2026-03-06 21:29:45,2026-03-06,21
while,2026-03-06 21:31:19,aprovacao_01.js,28,2,aprovacao_01.json,barbosalevir3-rgb,2026-03-06 21:31:19,2026-03-06,21
do,2026-03-06 21:32:20,aprovacao_01.js,3,5,aprovacao_01.json,barbosalevir3-rgb,2026-03-06 21:32:20,2026-03-06,21
alert,2026-02-24 20:33:30,algoritmo1.js,3,1,algoritmo1.json,barbosalevir3-rgb,2026-02-24 20:33:30,2026-02-24,20
alert,2026-02-24 20:34:11,algoritmo1.js,3,1,algoritmo1.json,barbosalevir3-rgb,2026-02-24 20:34:11,2026-02-24,20
alert,2026-02-24 20:38:12,algoritmo1.js,4,1,algoritmo1.json,barbosalevir3-rgb,2026-02-24 20:38:12,2026-02-24,20
alert,2026-02-24 20:40:17,algoritmo1.js,4,1,algoritmo1.json,barbosalevir3-rgb,2026-02-24 20:40:17,2026-02-24,20
alert,2026-02-24 20:45:55,algoritmo1.js,3,1,algoritmo1.json,barbosalevir3-rgb,2026-02-24 20:45:55,2026-02-24,20
alert,2026-03-03 20:32:22,algoritmo07.js,3,5,algoritmo07.json,barbosalevir3-rgb,2026-03-03 20:32:22,2026-03-03,20
while,2026-03-03 20:32:43,algoritmo07.js,4,2,algoritmo07.json,barbosalevir3-rgb,2026-03-03 20:32:43,2026-03-03,20
while,2026-03-10 21:32:58,saque2.js,3,1,saque2.json,barbosalevir3-rgb,2026-03-10 21:32:58,2026-03-10,21
alert,2026-03-10 21:33:28,saque2.js,7,1,saque2.json,barbosalevir3-rgb,2026-03-10 21:33:28,2026-03-10,21
if,2026-03-05 19:54:55,aprovacao.js,5,5,aprovacao.json,barbosalevir3-rgb,2026-03-05 19:54:55,2026-03-05,19
alert,2026-03-05 19:56:54,aprovacao.js,6,9,aprovacao.json,barbosalevir3-rgb,2026-03-05 19:56:54,2026-03-05,19
E,2026-03-05 19:57:04,aprovacao.js,6,16,aprovacao.json,barbosalevir3-rgb,2026-03-05 19:57:04,2026-03-05,19
alert,2026-03-05 19:57:15,aprovacao.js,8,9,aprovacao.json,barbosalevir3-rgb,2026-03-05 19:57:15,2026-03-05,19
if,2026-03-05 19:57:29,aprovacao.js,7,11,aprovacao.json,barbosalevir3-rgb,2026-03-05 19:57:29,2026-03-05,19
alert,2026-03-05 19:57:44,aprovacao.js,8,9,aprovacao.json,barbosalevir3-rgb,2026-03-05 19:57:44,2026-03-05,19
alert,2026-03-05 19:59:46,aprovacao.js,10,9,aprovacao.json,barbosalevir3-rgb,2026-03-05 19:59:46,2026-03-05,19
while,2026-03-05 20:00:31,aprovacao.js,12,2,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:00:31,2026-03-05,20
parseFloat,2026-03-05 20:02:51,aprovacao.js,2,17,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:02:51,2026-03-05,20
parseFloat,2026-03-05 20:02:56,aprovacao.js,3,17,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:02:56,2026-03-05,20
if,2026-03-05 20:04:09,aprovacao.js,13,5,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:04:09,2026-03-05,20
alert,2026-03-05 20:04:30,aprovacao.js,14,9,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:04:30,2026-03-05,20
alert,2026-03-05 20:04:48,aprovacao.js,16,9,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:04:48,2026-03-05,20
E,2026-03-05 20:07:54,aprovacao.js,10,16,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:07:54,2026-03-05,20
alert,2026-03-05 20:08:50,aprovacao.js,18,9,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:08:50,2026-03-05,20
else,2026-03-05 20:10:22,aprovacao.js,17,6,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:10:22,2026-03-05,20
while,2026-03-05 20:10:59,aprovacao.js,20,2,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:10:59,2026-03-05,20
let,2026-03-05 20:15:36,aprovacao.js,11,9,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:15:36,2026-03-05,20
alert,2026-03-05 20:15:37,aprovacao.js,11,9,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:15:37,2026-03-05,20
parseFloat,2026-03-05 20:17:49,aprovacao.js,11,22,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:17:49,2026-03-05,20
alert,2026-03-05 20:19:02,aprovacao.js,13,9,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:19:02,2026-03-05,20
E,2026-03-05 20:19:34,aprovacao.js,13,30,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:19:34,2026-03-05,20
if,2026-03-05 20:22:16,aprovacao.js,12,9,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:22:16,2026-03-05,20
alert,2026-03-05 20:22:51,aprovacao.js,13,13,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:22:51,2026-03-05,20
alert,2026-03-05 20:23:07,aprovacao.js,15,13,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:23:07,2026-03-05,20
if,2026-03-05 20:23:13,aprovacao.js,14,15,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:23:13,2026-03-05,20
alert,2026-03-05 20:23:26,aprovacao.js,15,13,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:23:26,2026-03-05,20
while,2026-03-05 20:24:42,aprovacao.js,18,2,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:24:42,2026-03-05,20
while,2026-03-05 20:28:23,aprovacao.js,18,2,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:28:23,2026-03-05,20
while,2026-03-05 20:42:53,aprovacao.js,18,2,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:42:53,2026-03-05,20
do,2026-03-05 20:44:17,aprovacao.js,10,1,aprovacao.json,barbosalevir3-rgb,2026-03-05 20:44:17,2026-03-05,20
let,2026-03-05 21:24:11,aprovacao.js,6,1,aprovacao.json,barbosalevir3-rgb,2026-03-05 21:24:11,2026-03-05,21
let,2026-03-05 21:24:12,aprovacao.js,5,1,aprovacao.json,barbosalevir3-rgb,2026-03-05 21:24:12,2026-03-05,21
parseFloat,2026-03-05 21:24:12,aprovacao.js,5,13,aprovacao.json,barbosalevir3-rgb,2026-03-05 21:24:12,2026-03-05,21
prompt,2026-03-05 21:24:12,aprovacao.js,5,24,aprovacao.json,barbosalevir3-rgb,2026-03-05 21:24:12,2026-03-05,21
let,2026-03-05 21:24:12,aprovacao.js,4,1,aprovacao.json,barbosalevir3-rgb,2026-03-05 21:24:12,2026-03-05,21
parseFloat,2026-03-05 21:24:12,aprovacao.js,4,13,aprovacao.json,barbosalevir3-rgb,2026-03-05 21:24:12,2026-03-05,21
prompt,2026-03-05 21:24:12,aprovacao.js,4,24,aprovacao.json,barbosalevir3-rgb,2026-03-05 21:24:12,2026-03-05,21
E,2026-03-05 21:24:20,aprovacao.js,2,21,aprovacao.json,barbosalevir3-rgb,2026-03-05 21:24:20,2026-03-05,21
E,2026-03-05 21:25:03,aprovacao.js,9,12,aprovacao.json,barbosalevir3-rgb,2026-03-05 21:25:03,2026-03-05,21
else,2026-03-05 21:27:07,aprovacao.js,17,1,aprovacao.json,barbosalevir3-rgb,2026-03-05 21:27:07,2026-03-05,21
alert,2026-03-05 21:27:11,aprovacao.js,18,5,aprovacao.json,barbosalevir3-rgb,2026-03-05 21:27:11,2026-03-05,21
else,2026-03-05 21:33:50,aprovacao.js,16,1,aprovacao.json,barbosalevir3-rgb,2026-03-05 21:33:50,2026-03-05,21
alert,2026-03-05 21:33:53,aprovacao.js,17,5,aprovacao.json,barbosalevir3-rgb,2026-03-05 21:33:53,2026-03-05,21
while,2026-03-05 21:38:34,aprovacao.js,19,2,aprovacao.json,barbosalevir3-rgb,2026-03-05 21:38:34,2026-03-05,21
do,2026-03-05 21:51:20,aprovacao.js,3,1,aprovacao.json,barbosalevir3-rgb,2026-03-05 21:51:20,2026-03-05,21
do,2026-03-05 21:51:22,aprovacao.js,1,1,aprovacao.json,barbosalevir3-rgb,2026-03-05 21:51:22,2026-03-05,21
E,2026-03-05 21:51:48,aprovacao.js,20,5,aprovacao.json,barbosalevir3-rgb,2026-03-05 21:51:48,2026-03-05,21
var,2026-03-05 22:18:34,aprovacao.js,3,17,aprovacao.json,barbosalevir3-rgb,2026-03-05 22:18:34,2026-03-05,22
alert,2026-03-06 19:47:34,aprovacao.js,10,5,aprovacao.json,barbosalevir3-rgb,2026-03-06 19:47:34,2026-03-06,19
alert,2026-03-06 19:47:46,aprovacao.js,13,5,aprovacao.json,barbosalevir3-rgb,2026-03-06 19:47:46,2026-03-06,19
alert,2026-03-06 19:48:34,aprovacao.js,22,5,aprovacao.json,barbosalevir3-rgb,2026-03-06 19:48:34,2026-03-06,19
E,2026-03-06 19:51:37,aprovacao.js,22,84,aprovacao.json,barbosalevir3-rgb,2026-03-06 19:51:37,2026-03-06,19
do,2026-03-06 20:03:16,aprovacao.js,3,1,aprovacao.json,barbosalevir3-rgb,2026-03-06 20:03:16,2026-03-06,20
do,2026-03-06 20:10:06,aprovacao.js,1,1,aprovacao.json,barbosalevir3-rgb,2026-03-06 20:10:06,2026-03-06,20
var,2026-03-06 20:10:10,aprovacao.js,2,5,aprovacao.json,barbosalevir3-rgb,2026-03-06 20:10:10,2026-03-06,20
alert,2026-03-06 20:14:20,aprovacao.js,23,5,aprovacao.json,barbosalevir3-rgb,2026-03-06 20:14:20,2026-03-06,20
var,2026-03-06 20:18:17,aprovacao.js,7,1,aprovacao.json,barbosalevir3-rgb,2026-03-06 20:18:17,2026-03-06,20
E,2026-03-06 20:22:32,aprovacao.js,7,10,aprovacao.json,barbosalevir3-rgb,2026-03-06 20:22:32,2026-03-06,20
E,2026-03-06 20:23:25,aprovacao.js,2,74,aprovacao.json,barbosalevir3-rgb,2026-03-06 20:23:25,2026-03-06,20
E,2026-03-06 20:40:46,aprovacao.js,2,74,aprovacao.json,barbosalevir3-rgb,2026-03-06 20:40:46,2026-03-06,20
E,2026-03-06 20:48:39,aprovacao.js,24,61,aprovacao.json,barbosalevir3-rgb,2026-03-06 20:48:39,2026-03-06,20
while,2026-03-06 21:36:23,aprovacao.js,24,2,aprovacao.json,barbosalevir3-rgb,2026-03-06 21:36:23,2026-03-06,21
if,2026-03-06 21:36:23,aprovacao.js,24,61,aprovacao.json,barbosalevir3-rgb,2026-03-06 21:36:23,2026-03-06,21
else,2026-03-06 21:36:23,aprovacao.js,24,64,aprovacao.json,barbosalevir3-rgb,2026-03-06 21:36:23,2026-03-06,21
function,2026-03-25 19:52:49,inserto02.js,1,1,inserto02.json,barbosalevir3-rgb,2026-03-25 19:52:49,2026-03-25,19
for,2026-03-25 19:52:49,inserto02.js,2,1,inserto02.json,barbosalevir3-rgb,2026-03-25 19:52:49,2026-03-25,19
let,2026-03-25 19:52:49,inserto02.js,2,6,inserto02.json,barbosalevir3-rgb,2026-03-25 19:52:49,2026-03-25,19
length,2026-03-25 19:52:49,inserto02.js,2,25,inserto02.json,barbosalevir3-rgb,2026-03-25 19:52:49,2026-03-25,19
